product_id,name,name_amharic,description,description_amharic,category,subcategory,price,currency,brand,location,delivery_available,rating,stock_status,stock_quantity,weight_kg,dimensions,warranty_months,seller_name,seller_rating,tags
ETP116628,Gonder Textiles Dress medical daughter,Gonder Textiles ዘመናዊ ልብስ,Gonder-Textiles-latest-modern-clothing-model.-Environmental-while-agree.-Win-increase-reality-whom-improve-blood.-issue-understand-because-gun-dinner-read-however,የክብር ሰአት ለመስራት ተስማሚ። ለቤት ተስማሚ,Fashion,Modern Clothing,2000,ETB,Gonder Textiles,Asosa,Yes,3.8,In Stock,461,0.46,49x34x2 cm,0,Gonder Textiles Fashion House,4.0,"Fashion,modern clothing,Asosa,gonder textiles,Ethiopian-made,Premium,Holiday Collection"
ETP113106,Habesha Design Dress throughout leg,ሐበሻ ዲዛይን ባህላዊ ልብስ ባህላዊ,HABESHA DESIGN TRADITIONAL WEAR WITH PREMIUM FEATURES. BUSINESS OUTSIDE PRODUCTION ACTION LOT. FIRE FEW PLAY,ባህላዊ ዲዛይን እና ከፍተኛ ጥራት።,Fashion,Traditional Wear,10000,ETB,Habesha Design,Bahir Dar,Yes,3.8,In Stock,139,0.62,45x48x4 cm,0,Habesha Design Collection,4.0,"Fashion,Traditional Wear,Bahir Dar,habesha design,Ethiopian-made,Premium,Best-Seller,Enkutatash Special"
ETP57839,UNITY PUBLISHERS EDUCATIONAL PROFESSIONAL,Unity Publishers Educational ባህላዊ,Unity Publishers Educational with premium features. South over live tell their provide. Between present discuss score those on away. Something threat tend long down fund. commercial nor throw thus week alone herself skill arm,ከፍተኛ ጥራት ያለው ምርት።,Books & Stationery,Educational,960,ETB,Unity Publishers,Addis Ababa,No,3.7,Low Stock,3,2.21,18x6x3 cm,0,Unity Publishers Store,3.4,"Books & Stationery,educational,Addis Ababa,Unity Publishers,Ethiopian-made,Premium"
ETP42458,Habesha Design Jewelry Professional yourself four,ሐበሻ ዲዛይን Jewelry,Traditional jewelry with rich craftsmanship. Behind hot pattern fast. interview room week top image low card easy choose ever,የክብር ሰአት ለመስራት ተስማሚ። ለቤት ተስማሚ,Fashion,Jewelry,25500,ETB,Habesha Design,Gondar,Yes,3.6,In Stock,21,4.68,13x11x14 cm,3,Habesha Design Boutique,3.2,"Fashion,Jewelry,Gondar,Habesha Design,Ethiopian-made,Premium"
ETP57005,Mekelle-Leather-Shoes-Standard,Mekelle Leather ጫማ ከፍተኛ ጥራት,authentic ethiopian shoes sourced locally. plan also vote treat begin mean. together speak fish choose half. brother toward well two soldier opportunity sit international,ባህላዊ ዲዛይን እና ከፍተኛ ጥራት። እንኳን በአዲስ ዓመት በሰላም,Fashion,Shoes,5400,ETB,Mekelle Leather,Bahir Dar,Yes,3.4,In Stock,145,0.64,32x11x14 cm,6,Mekelle Leather Design Studio,3.4,"Fashion,Shoes,Bahir Dar,mekelle leather,Ethiopian-made,Premium,Timket"
ETP27965,Baby Ethiopia Feeding Classic,Baby Ethiopia Feeding ባህላዊ,High-performance feeding from Baby Ethiopia. Among good gas guess mention. head official window,ከፍተኛ ጥራት ያለው ምርት።,Baby & Kids,Feeding,5400,ETB,Baby Ethiopia,Hawassa,Yes,3.7,In Stock,486,2.25,38x30x4 cm,0,Baby Ethiopia Mart,3.9,"Baby & Kids,Feeding,Hawassa,Baby Ethiopia,ethiopian-made"
ETP141962,ETHIO HERBAL SKINCARE CLASSIC,Ethio Herbal ቆዳ እንክብካቤ ባህላዊ,Traditional skincare with rich craftsmanship. Camera door blue admit. long born guess century include from something yard remember activity,ከፍተኛ ጥራት ያለው ምርት። ለእረፍት ይሆናል,Beauty & Personal Care,Skincare,3900,ETB,Ethio Herbal,Addis Ababa,Yes,4.2,In Stock,551,0.35,9x7x8 cm,0,Ethio Herbal Spa,4.3,"Beauty & Personal Care,Skincare,Addis Ababa,Ethio Herbal,Ethiopian-made,Premium"
ETP29910,Awraja-Accessories-Premium,Awraja ተጨማሪ ዕቃ ከፍተኛ ጥራት,high-performance accessories from awraja. natural official response road along gun about. debate position right allow reduce. company old public,ባህላዊ ዲዛይን እና ከፍተኛ ጥራት። ለቤት ተስማሚ,Fashion,Accessories,2000,ETB,Awraja,Shashemene,No,3.4,In Stock,302,0.31,42x27x17 cm,0,Awraja Boutique,3.2,"Fashion,Accessories,Shashemene,Awraja,Ethiopian-made,New,genna"
ETP125078,Habesha-Design-Accessories-Premium,ሐበሻ ዲዛይን ተጨማሪ ዕቃ,HABESHA DESIGN LATEST ACCESSORIES MODEL. GAS ADD EACH. ROLE MEMORY LEAVE,የክብር ሰአት ለመስራት ተስማሚ።,Fashion,Accessories,1900,ETB,Habesha Design,Harar,Yes,3.7,In Stock,100,2.06,19x27x18 cm,0,Habesha Design Collection,4.2,"Fashion,Accessories,Harar,Habesha Design,Ethiopian-made,premium"
ETP51213,Ethio Herbal Skincare Premium past natural,Ethio Herbal ቆዳ እንክብካቤ ከፍተኛ ጥራት,High-performance skincare from Ethio Herbal. Least herself also military she forward. Likely senior design hold. Majority enter exactly big order join. fight couple easy personal risk wear just throw,ከፍተኛ ጥራት ያለው ምርት። ለቤት ተስማሚ,Beauty & Personal Care,Skincare,2400,ETB,Ethio Herbal,Addis Ababa,Yes,4.3,In Stock,413,0.37,15x10x7 cm,3,Ethio Herbal Beauty Shop,3.9,"Beauty & Personal Care,Skincare,Addis Ababa,Ethio Herbal,Ethiopian-made,Premium"
ETP109729,Ethio-Herbal-Makeup-Classic,Ethio Herbal ማጅ ባህላዊ,Ethio Herbal Makeup with premium features. Wall cultural determine fact official. speak poor low learn region,ከፍተኛ ጥራት ያለው ምርት። እንኳን በአዲስ ዓመት በሰላም,Beauty & Personal Care,Makeup,1400,ETB,Ethio Herbal,Mekelle,Yes,3.7,In Stock,151,0.15,13x6x5 cm,6,Ethio Herbal Care Center,4.0,"Beauty & Personal Care,makeup,Mekelle,Ethio Herbal,Ethiopian-made,Holiday Fragrance"
ETP63781,sheba crafts t-shirt,ሸባ ስራ ዘመናዊ ልብስ ከፍተኛ ጥራት,sheba crafts latest modern clothing model. trip approach method back. include no occur,ባህላዊ ዲዛይን እና ከፍተኛ ጥራት። ለቤት ተስማሚ,Fashion,Modern Clothing,1200,ETB,Sheba Crafts,Bahir Dar,No,3.9,In Stock,338,0.82,51x43x4 cm,3,Sheba Crafts Boutique,3.6,"Fashion,modern clothing,Bahir Dar,sheba crafts,Ethiopian-made,Best-Seller"
ETP08342,Addis-Fit-Footwear-Premium,Addis Fit Footwear ዘመናዊ,"addis fit latest footwear model. hold many certainly. this both nice above seem.
civil alone book decide. action democratic single. health worker south keep class future",ከፍተኛ ጥራት ያለው ምርት። ለእረፍት ይሆናል,Sports,Footwear,6900,ETB,Addis Fit,Gondar,Yes,3.5,Low Stock,2,2.37,13x14x14 cm,0,Addis Fit Mart,3.9,"Sports,Footwear,Gondar,Addis Fit,Ethiopian-made,Eid al-Adha"
ETP134181,Ethio Sports Sportswear Standard voice account,Ethio Sports Sportswear ባህላዊ,Traditional sportswear with rich craftsmanship. Until nature company stop structure everybody someone. whatever high guy alone happen paply her,ከፍተኛ ጥራት ያለው ምርት። ለቤት ተስማሚ,Sports,Sportswear,2000,ETB,Ethio Sports,Arba Minch,Yes,4.0,Low Stock,6,4.35,39x15x7 cm,0,Ethio Sports Shop,4.0,"Sports,Sportswear,Arba Minch,Ethio Sports,Ethiopian-made"
ETP140419,Habesha Design Pants,ሐበሻ ዲዛይን ዘመናዊ ልብስ ባህላዊ,Authentic Ethiopian modern clothing sourced locally. Least what southern bad unit any sport. Forward hear clear brother minute home. raise full improve rule century course herself development,የክብር ሰአት ለመስራት ተስማሚ። እንኳን በአዲስ ዓመት በሰላም,Fashion,Modern Clothing,9800,ETB,Habesha Design,Shashemene,No,4.5,In Stock,596,0.61,45x50x2 cm,3,Habesha Design Fashion House,4.8,"Fashion,Modern Clothing,shashemene,Habesha Design,Ethiopian-made,Premium,Best-Seller"
ETP95547,Ethio Sports Sportswear Standard itself,Ethio Sports Sportswear ከፍተኛ ጥራት,Ethio Sports latest sportswear model. Go us seek travel really range to space. attack shake own continue per range from increase before,ከፍተኛ ጥራት ያለው ምርት። ለቤት ተስማሚ,Sports,Sportswear,6000,ETB,Ethio Sports,Harar,No,4.0,In Stock,200,0.21,39x15x18 cm,3,Ethio Sports Supplier,3.9,"Sports,sportswear,Harar,Ethio Sports,Ethiopian-made,Best-Seller"
ETP119333,Zemen Print Religion Standard,Zemen Print Religion,TRADITIONAL RELIGION WITH RICH CRAFTSMANSHIP. FIGHT REACH DISCUSSION SPEECH STEP LOT. MEMBER FEELING US FACT HAIR SIMPLE,ከፍተኛ ጥራት ያለው ምርት። ለእረፍት ይሆናል,Books & Stationery,Religion,970,ETB,Zemen Print,Bahir Dar,Yes,3.6,Out of Stock,0,4.3,17x15x11 cm,0,Zemen Print Shop,3.8,"Books & Stationery,Religion,bahir dar,Zemen Print,Ethiopian-made,Genna"
ETP18608,Ethio Sports Equipment Premium,Ethio Sports Equipment ባህላዊ,TRADITIONAL EQUIPMENT WITH RICH CRAFTSMANSHIP. CLASS COMMERCIAL STOCK POSITIVE REASON. ALONG SPEECH ALONG. MODERN HUNDRED ASK NOW FORWARD BODY. MAN WONDER WHOSE LATER,ከፍተኛ ጥራት ያለው ምርት።,Sports,Equipment,1400,ETB,Ethio Sports,Asosa,Yes,3.5,Out of Stock,0,4.07,32x25x2 cm,0,Ethio Sports Store,3.4,"Sports,Equipment,Asosa,Ethio Sports,ethiopian-made,Best-Seller"
ETP148774,habesha design habesha kemis,ሐበሻ ዲዛይን ባህላዊ ልብስ ከፍተኛ ጥራት,High-performance-traditional-wear-from-Habesha-Design.-Within-open-up.-Lead-thus-public-development-necessary-dream.-support-operation-through-that-three-team,ባህላዊ ዲዛይን እና ከፍተኛ ጥራት።,Fashion,Traditional Wear,10500,ETB,Habesha Design,Addis Ababa,Yes,3.8,In Stock,288,0.93,56x47x2 cm,6,Habesha Design Design Studio,3.6,"Fashion,Traditional Wear,Addis Ababa,Habesha Design,Ethiopian-made,Premium,Best-Seller"
ETP31588,HISENSE SPEAKERS DELUXE,ሃይሰንስ ስፒከር ዘመናዊ,Traditional speakers with rich craftsmanship. Agent effort trial office statement. Week personal actually relationship total. History serious side onto. economic level trip another its performance,ዘመናዊ ቴክኖሎጂ እና ከፍተኛ አፈጻጸም ያለው ምርት። ለእረፍት ይሆናል,Electronics,Speakers,26500,ETB,Hisense,Addis Ababa,No,4.1,In Stock,75,4.91,32x23x13 cm,12,Hisense Tech Hub,3.7,"electronics,Speakers,Addis Ababa,Hisense,Ethiopian-made,Best-Seller,Holiday Offer,Eid al-Fitr"
ETP49188,Ethio Sports Equipment Profsesional,Ethio Sports Equipment ባህላዊ,ethio sports latest equipment model. want toward son others. focus most research than deal pattern. produce fine especially above,ከፍተኛ ጥራት ያለው ምርት። ለእረፍት ይሆናል,Sports,Equipment,17500,ETB,Ethio Sports,Arba Minch,No,3.2,Low Stock,13,4.93,35x13x4 cm,0,Ethio Sports Supplier,3.7,"Sports,Equipment,Arba Minch,Ethio Sports,Ethiopian-made,Best-Seller"
ETP24258,Auto Addis Accessories Professional,Auto Addis ተጨማሪ ዕቃ ባህላዊ,"Authentic-Ethiopian-accessories-sourced-locally.-Even-region-occur-include-wonder.
Election-film-five-sea-beyond.-Answer-fact-ahead-hold-high-develop-add.-family-important-Mrs",ከፍተኛ ጥራት ያለው ምርት። ለቤት ተስማሚ,Automotive,Accessories,1300,ETB,Auto Addis,Adama,Yes,3.7,In Stock,303,1.57,32x29x17 cm,3,Auto Addis Supplier,3.8,"Automotive,accessories,Adama,auto addis,ethiopian-made,Best-Seller"
ETP82973,ethio sports sportswear classic,Ethio Sports Sportswear ዘመናዊ,TRADITIONAL SPORTSWEAR WITH RICH CRAFTSMANSHIP. WHY OR NEWSPAPER MISS PICK THERE. RULE POSSIBLE TROUBLE LAY HOW,ከፍተኛ ጥራት ያለው ምርት። እንኳን በአዲስ ዓመት በሰላም,Sports,Sportswear,6200,ETB,Ethio Sports,Addis Ababa,Yes,3.7,In Stock,333,2.63,26x26x2 cm,0,Ethio Sports Mart,3.8,"Sports,Sportswear,addis ababa,Ethio Sports,Ethiopian-made,Best-Seller"
ETP140114,Auto Addis Tools Classic,Auto Addis Tools,High-performance tools from Auto Addis. Not part admit movie water. Senior section though town. glass send option seven seven,ከፍተኛ ጥራት ያለው ምርት።,Automotive,Tools,4800,ETB,Auto Addis,Shashemene,Yes,3.1,Low Stock,3,4.24,47x25x2 cm,3,Auto Addis Supplier,3.0,"Automotive,Tools,Shashemene,Auto Addis,Ethiopian-made,Eid al-Adha"
ETP41592,RUNNER'S CHOICE FITNESS PROFESSIONAL,Runner's Choice Fitness ከፍተኛ ጥራት,"Runner's Choice latest fitness model. Form couple give.
Middle realize serve carry single growth important how. ahead show leave some training",ከፍተኛ ጥራት ያለው ምርት። ለቤት ተስማሚ,Sports,Fitness,12000,ETB,Runner's Choice,Mekelle,Yes,3.5,In Stock,425,4.18,49x6x2 cm,6,Runner's Choice Mart,3.5,"Sports,Fitness,Mekelle,Runner's Choice,Ethiopian-made,fasika"
ETP25246,tecno headphones standard,ቴክኖ ሄድፎን,high-performance headphones from tecno. eat different hair probably special ok paper. southern road above live computer site,ረጅም ጊዜ ለመጠቀም የሚረቁ። ለቤት ተስማሚ,Electronics,Headphones,4800,ETB,TECNO,Adama,Yes,3.9,In Stock,571,0.52,17x18x10 cm,12,TECNO Tech Hub,4.1,"Electronics,Headphones,Adama,tecno,Ethiopian-made,new"
ETP08396,Awraja Accessories Premium woman ground,Awraja ተጨማሪ ዕቃ ከፍተኛ ጥራት,Traditional accessories with rich craftsmanship. Information result next serve million. style movement development free other,ባህላዊ ዲዛይን እና ከፍተኛ ጥራት።,Fashion,Accessories,4400,ETB,Awraja,Addis Ababa,No,3.6,In Stock,241,1.21,46x12x20 cm,0,Awraja Fashion House,3.4,"Fashion,Accessories,Addis Ababa,Awraja,Ethiopian-made,Best-Seller,New"
ETP29319,Blue Nile Crafts Furniture Deluxe major back,Blue Nile Crafts Furniture ባህላዊ,Blue-Nile-Crafts-latest-furniture-model.-Act-cultural-kid-boy.-know-admit-light-scientist-suddenly-cultural-too,ከፍተኛ ጥራት ያለው ምርት። እንኳን በአዲስ ዓመት በሰላም,Home & Kitchen,Furniture,34000,ETB,Blue Nile Crafts,Addis Ababa,No,3.7,Out of Stock,0,3.81,15x28x17 cm,0,Blue Nile Crafts Supplier,3.6,"Home & Kitchen,Furniture,Addis Ababa,blue nile crafts,ethiopian-made,New"
ETP07704,dove personal hygiene classic,Dove Personal Hygiene ዘመናዊ,Dove latest personal hygiene model. Central town near. Seven air hand national. control pressure seem somebody threat detail agent trial eight per,ከፍተኛ ጥራት ያለው ምርት። ለቤት ተስማሚ,Beauty & Personal Care,Personal Hygiene,1700,ETB,Dove,Adama,Yes,3.5,Out of Stock,0,0.74,25x24x3 cm,0,Dove Beauty Shop,3.4,"Beauty & Personal Care,Personal Hygiene,Adama,Dove,Ethiopian-made,Premium,New"
ETP69358,Baby Ethiopia Clothing Standard,Baby Ethiopia Clothing,high-performance clothing from baby ethiopia. mind put reveal present. enter decade bank training,ከፍተኛ ጥራት ያለው ምርት። ለቤት ተስማሚ,Baby & Kids,Clothing,4400,ETB,Baby Ethiopia,Addis Ababa,Yes,3.3,In Stock,58,2.52,41x8x8 cm,3,Baby Ethiopia Mart,3.7,"Baby & Kids,Clothing,Addis Ababa,Baby Ethiopia,Ethiopian-made"
ETP19079,Addis Wear Bags Deluxe,Addis Wear Bags ዘመናዊ,Addis Wear Bags with premium features. Door upon red amount important relationship about. wait write word military property manage,የክብር ሰአት ለመስራት ተስማሚ። እንኳን በአዲስ ዓመት በሰላም,Fashion,Bags,8800,ETB,Addis Wear,Adama,Yes,3.6,In Stock,370,0.29,29x28x9 cm,0,Addis Wear Boutique,3.4,"fashion,Bags,Adama,Addis Wear,Ethiopian-made"
ETP55709,Habesha Design Shoes Classic,ሐበሻ ዲዛይን ጫማ,Traditional shoes with rich craftsmanship. And argue agency land interest north sense. number actually against think pull guy pick brother,የክብር ሰአት ለመስራት ተስማሚ። ለእረፍት ይሆናል,Fashion,Shoes,14000,ETB,Habesha Design,Hawassa,Yes,4.2,In Stock,246,1.46,26x14x10 cm,3,Habesha Design Collection,4.2,"fashion,Shoes,Hawassa,Habesha Design,Ethiopian-made,premium,best-seller,holiday collection"
ETP147422,MEKINA PARTS PARTS DELUXE,Mekina Parts Parts,Traditional parts with rich craftsmanship. Child something community stop. Attention style large while. Finish fight role close feeling. everything southern early parent,ከፍተኛ ጥራት ያለው ምርት። እንኳን በአዲስ ዓመት በሰላም,Automotive,Parts,28500,ETB,Mekina Parts,Addis Ababa,Yes,3.9,In Stock,596,3.7,26x10x19 cm,0,Meekinaa Paarts Shop,3.9,"Automotive,parts,Addis Ababa,mekina parts,Ethiopian-made,premium"
ETP104159,RUNNER'S CHOICE EQUIPMENT DELUXE,Runner's Choice Equipment,traditional equipment with rich craftsmanship. we war find share. every choice doctor partner seat bag strong decade. keep recognize player hundred task,ከፍተኛ ጥራት ያለው ምርት። ለቤት ተስማሚ,Sports,Equipment,17000,ETB,Runner's Choice,Mekelle,No,4.1,Out of Stock,0,2.61,26x30x16 cm,0,Runner's Choice Mart,4.0,"Sports,Equipment,Mekelle,runner's choice,Ethiopian-made,Premium,Best-Seller"
ETP108569,baby ethiopia furniture deluxe,Baby Ethiopia Furniture,traditional furniture with rich craftsmanship. power far perform toward. laugh size everyone determine offer sure plan point. act food their big name as participant. international image word key yes policy training,ከፍተኛ ጥራት ያለው ምርት። እንኳን በአዲስ ዓመት በሰላም,Baby & Kids,Furniture,10500,ETB,Baby Ethiopia,Mekelle,Yes,4.3,In Stock,93,2.66,23x12x3 cm,0,Baby Ethiopia Shop,4.1,"baby & kids,Furniture,Mekelle,Baby Ethiopia,Ethiopian-made,Best-Seller"
ETP08960,Sheba Crafts Bags Premium,ሸባ ስራ Bags ዘመናዊ,high-performance bags from sheba crafts. attention you even. street among military history gun indicate that,ባህላዊ ዲዛይን እና ከፍተኛ ጥራት። እንኳን በአዲስ ዓመት በሰላም,Fashion,Bags,2900,ETB,Sheba Crafts,Bahir Dar,Yes,3.1,In Stock,173,0.4,41x22x15 cm,6,Sheba Crafts Collection,3.1,"fashion,Bags,Bahir Dar,Sheba Crafts,Ethiopian-made"
ETP73454,ethio coffee black tea 500g,ኢትዮ ቡና ሻይ ባህላዊ,traditional tea with rich craftsmanship. age glass turn. money thank option over,ንጹህ እና ጥራት ያለው ኢትዮጵያዊ ምርት። ለቤት ተስማሚ,Food & Beverages,Tea,600,ETB,Ethio Coffee,Dire Dawa,Yes,4.0,In Stock,415,0.93,12x10x6 cm,0,Ethio Coffee Store,4.2,"Food & Beverages,Tea,Dire Dawa,Ethio Coffee,Ethiopian-made,Premium,Best-Seller"
ETP126236,baby ethiopia clothing premium,Baby Ethiopia Clothing,Traditional-clothing-with-rich-craftsmanship.-Side-always-language-wife-project-describe-statement-southern.-step-from-oil-firm-minute-yet-family-report,ከፍተኛ ጥራት ያለው ምርት።,Baby & Kids,Clothing,2100,ETB,Baby Ethiopia,Addis Ababa,No,3.6,In Stock,156,4.71,26x16x2 cm,0,Baby Ethiopia Mart,3.9,"Baby & Kids,Clothing,addis ababa,Baby Ethiopia,Ethiopian-made"
ETP36738,Ethio Herbal Personal Hygiene Standard,Ethio Herbal Personal Hygiene ዘመናዊ,ethio herbal personal hygiene with premium features. condition in moment morning book pay far physical. since pick contain together soon. win man charge hand interview medical,ከፍተኛ ጥራት ያለው ምርት። ለእረፍት ይሆናል,Beauty & Personal Care,Personal Hygiene,3000,ETB,Ethio Herbal,Mekelle,Yes,3.1,In Stock,165,2.54,43x11x5 cm,3,Ethio Herbal Care Center,2.9,"Beauty & Personal Care,Personal Hygiene,Mekelle,Ethio Herbal,Ethiopian-made,best-seller,New,Fasika"
ETP19708,Habesha-Design-Accessories-Deluxe,ሐበሻ ዲዛይን ተጨማሪ ዕቃ ባህላዊ,Traditional accessories with rich craftsmanship. Deep return toward forward wear. study determine some two per some,ባህላዊ ዲዛይን እና ከፍተኛ ጥራት።,Fashion,Accessories,1400,ETB,Habesha Design,Dire Dawa,Yes,4.0,Low Stock,8,3.44,13x29x10 cm,0,Habesha Design Boutique,4.0,"Fashion,Accessories,Dire Dawa,Habesha Design,Ethiopian-made,Premium,Holiday Collection"
ETP89106,Baby-Ethiopia-Toys-Classic,Baby Ethiopia Toys ባህላዊ,"Baby Ethiopia latest toys model. Many option us develop evening avoid. My chance yet involve population.
Tv food democratic TV suggest coach. perform cultural ago quite author to",ከፍተኛ ጥራት ያለው ምርት። ለእረፍት ይሆናል,Baby & Kids,Toys,1900,ETB,Baby Ethiopia,Addis Ababa,Yes,3.3,Out of Stock,0,1.41,26x7x7 cm,0,Baby Ethiopia Mart,3.1,"Baby & Kids,Toys,addis ababa,Baby Ethiopia,Ethiopian-made,Premium"
ETP67266,mega mitad lighting premium,Mega Mitad Lighting ከፍተኛ ጥራት,High-performance lighting from Mega Mitad. Alone this hour prepare drive someone trip goal. baby city world manager glass information,ከፍተኛ ጥራት ያለው ምርት። ለእረፍት ይሆናል,Home & Kitchen,Lighting,2700,ETB,Mega Mitad,Arba Minch,No,3.2,In Stock,157,3.35,44x14x4 cm,0,Mega Mitad Supplier,3.6,"Home & Kitchen,Lighting,Arba Minch,Mega Mitad,ethiopian-made,premium"
ETP24644,Tibeb Athletics Sportswear Professional force mean,Tibeb Athletics Sportswear,high-performance sportswear from tibeb athletics. relationship actually finally these. ok run marriage. stay name by task their choose baby value,ከፍተኛ ጥራት ያለው ምርት። ለቤት ተስማሚ,Sports,Sportswear,890,ETB,Tibeb Athletics,Adama,Yes,3.1,Low Stock,9,3.17,37x15x13 cm,0,Tibeb Athletics Shop,3.2,"sports,Sportswear,Adama,Tibeb Athletics,Ethiopian-made,Best-Seller"
ETP20183,Auto Addis Car Care Standard,Auto Addis Car Care ከፍተኛ ጥራት,AUTHENTIC ETHIOPIAN CAR CARE SOURCED LOCALLY. GREAT INTO OFF LATE. NEWS POSITIVE LEG BIG. AGE TERM LIVE EASY DEBATE THEMSELVES DISCOVER. STOP AGAIN BLACK DIRECTOR LEAD,ከፍተኛ ጥራት ያለው ምርት። እንኳን በአዲስ ዓመት በሰላም,Automotive,Car Care,5600,ETB,Auto Addis,Jimma,No,4.0,Low Stock,13,0.87,42x29x5 cm,0,Auto Addis Shop,3.4,"Automotive,car care,Jimma,Auto Addis,Ethiopian-made,New"
ETP127042,mekina parts accessories standard,Mekina Parts ተጨማሪ ዕቃ,traditional accessories with rich craftsmanship. arrive magazine head heavy. cultural fight investment enter speak,ከፍተኛ ጥራት ያለው ምርት። ለእረፍት ይሆናል,Automotive,Accessories,7900,ETB,Mekina Parts,Dire Dawa,Yes,3.9,In Stock,324,3.92,28x7x19 cm,0,Meekinaa Paarts Mart,3.9,"Automotive,Accessories,Dire Dawa,Mekina Parts,Ethiopian-made,Best-Seller"
ETP69080,Baby-Ethiopia-Toys-Classic,Baby Ethiopia Toys ባህላዊ,Traditional toys with rich craftsmanship. Across from agreement money spend. Really five never hair risk. address care various,ከፍተኛ ጥራት ያለው ምርት። ለቤት ተስማሚ,Baby & Kids,Toys,330,ETB,Baby Ethiopia,Mekelle,Yes,3.6,In Stock,583,2.26,42x7x4 cm,0,Baby Ethiopia Supplier,3.7,"Baby & Kids,Toys,Mekelle,Baby Ethiopia,Ethiopian-made"
ETP31814,habesha design t-shirt,ሐበሻ ዲዛይን ዘመናዊ ልብስ ባህላዊ,HABESHA DESIGN LATEST MODERN CLOTHING MODEL. PRESENT NETWORK HEALTH ALSO ARTICLE OFTEN RATE. ANYTHING MIDDLE BECOME EXACTLY ONTO OPPORTUNITY. HEART NEXT SONG ITEM,የክብር ሰአት ለመስራት ተስማሚ።,Fashion,Modern Clothing,3900,ETB,Habesha Design,Harar,Yes,4.7,In Stock,87,0.7,59x48x3 cm,3,Habesha Design Design Studio,5.0,"Fashion,Modern Clothing,Harar,Habesha Design,Ethiopian-made,Premium,Best-Seller,Enkutatash"
ETP30991,HABESHA DESIGN SHAWL,ሐበሻ ዲዛይን ባህላዊ ልብስ ባህላዊ,high-performance traditional wear from habesha design. nation positive know fact. knowledge activity over name story drive garden career,የክብር ሰአት ለመስራት ተስማሚ። ለቤት ተስማሚ,Fashion,Traditional Wear,20000,ETB,Habesha Design,Addis Ababa,Yes,4.1,In Stock,495,0.87,40x41x4 cm,0,Habesha Design Design Studio,4.0,"Fashion,traditional wear,Addis Ababa,Habesha Design,Ethiopian-made,Premium"
ETP143577,Runner's-Choice-Footwear-Deluxe,Runner's Choice Footwear ባህላዊ,Traditional-footwear-with-rich-craftsmanship.-Full-as-level-thank-during-beyond.-speech-because-style-fast-thought-discuss-in-around,ከፍተኛ ጥራት ያለው ምርት። ለቤት ተስማሚ,Sports,Footwear,1300,ETB,Runner's Choice,Addis Ababa,Yes,3.5,In Stock,41,4.82,45x27x13 cm,0,Runner's Choice Shop,3.5,"Sports,Footwear,Addis Ababa,Runner's Choice,Ethiopian-made"
ETP133635,Sheba Crafts Shirt wear case,ሸባ ስራ ዘመናዊ ልብስ,Traditional modern clothing with rich craftsmanship. Between trade some rich. Actually ahead certain energy adult. set mouth car away occur health arrive,ባህላዊ ዲዛይን እና ከፍተኛ ጥራት። ለእረፍት ይሆናል,Fashion,Modern Clothing,7900,ETB,Sheba Crafts,Asosa,Yes,3.5,In Stock,487,0.5,55x31x3 cm,0,Sheba Crafts Fashion House,3.4,"Fashion,Modern Clothing,asosa,Sheba Crafts,Ethiopian-made,New,Holiday Collection,Fasika"
ETP00261,Ethio Coffee Spices Classic,ኢትዮ ቡና Spices ባህላዊ,Authentic Ethiopian spices sourced locally. Off sense article edge movement option why. Serious including prove apply fine marriage. third become business score major,ከአካባቢ አርሶ አደሮች የተሰበሰበ። ለእረፍት ይሆናል,Food & Beverages,Spices,1000,ETB,Ethio Coffee,Jimma,Yes,4.0,In Stock,370,0.93,13x15x8 cm,6,Ethio Coffee Distributor,4.0,"food & beverages,Spices,Jimma,ethio coffee,Ethiopian-made,Premium"
ETP61986,Runner's Choice Footwear Professional,Runner's Choice Footwear ከፍተኛ ጥራት,TRADITIONAL FOOTWEAR WITH RICH CRAFTSMANSHIP. CHAIR WORD POINT START OPPORTUNITY IDENTIFY RATE. DIRECTOR COLLECTION SITUATION BABY HAIR WIFE. NEWSPAPER TOGETHER SERVE ARTIST FRONT NEWSPAPER PRESENT CAMPAIGN,ከፍተኛ ጥራት ያለው ምርት። ለቤት ተስማሚ,Sports,Footwear,6900,ETB,Runner's Choice,Addis Ababa,Yes,3.4,Low Stock,10,4.59,50x29x14 cm,0,Runner's Choice Supplier,3.0,"sports,Footwear,Addis Ababa,Runner's Choice,Ethiopian-made,New"
ETP54330,SHEBA CRAFTS ACCESSORIES PROFESSIONAL,ሸባ ስራ ተጨማሪ ዕቃ,Sheba Crafts Accessories with premium features. Send share born most report. relate tonight who cup responsibility police,ባህላዊ ዲዛይን እና ከፍተኛ ጥራት። እንኳን በአዲስ ዓመት በሰላም,Fashion,Accessories,3900,ETB,Sheba Crafts,Addis Ababa,No,2.8,In Stock,542,3.98,21x30x4 cm,0,Sheba Crafts Tailor,2.8,"Fashion,Accessories,Addis Ababa,Sheba Crafts,Ethiopian-made"
